7-111-R.toTranscriptome.sort	7-7-R.toTranscriptome.sort
ENSMUST00000023357	ENSMUST00000000188
ENSMUST00000108630	ENSMUST00000041782
ENSMUST00000018431	ENSMUST00000079287
ENSMUST00000064244	ENSMUST00000095725
ENSMUST00000022623	ENSMUST00000033325
ENSMUST00000060427	ENSMUST00000031325
ENSMUST00000002413	ENSMUST00000109226
ENSMUST00000025786	ENSMUST00000115824
ENSMUST00000102476	ENSMUST00000060389
ENSMUST00000110857	ENSMUST00000098109
ENSMUST00000029414	ENSMUST00000167943
ENSMUST00000035325	ENSMUST00000082262
ENSMUST00000060537	ENSMUST00000183831
ENSMUST00000169712	ENSMUST00000022176
ENSMUST00000111349	ENSMUST00000026199
ENSMUST00000169611	ENSMUST00000061799
ENSMUST00000023486	ENSMUST00000200948
ENSMUST00000120879	ENSMUST00000097981
ENSMUST00000017408	ENSMUST00000036805
ENSMUST00000076694	ENSMUST00000082419
ENSMUST00000110384	ENSMUST00000021603
ENSMUST00000021018	ENSMUST00000091903
ENSMUST00000036407	ENSMUST00000022765
ENSMUST00000021332	ENSMUST00000023867
ENSMUST00000015934	ENSMUST00000106479
ENSMUST00000005954	ENSMUST00000057632
ENSMUST00000021866	ENSMUST00000116605
ENSMUST00000018965	ENSMUST00000024706
ENSMUST00000106939	ENSMUST00000027393
ENSMUST00000115542	ENSMUST00000015003
ENSMUST00000027863	ENSMUST00000037609
ENSMUST00000024717	ENSMUST00000041551
ENSMUST00000132102	ENSMUST00000053981
ENSMUST00000066994	ENSMUST00000019683
ENSMUST00000113312	ENSMUST00000192949
ENSMUST00000032843	ENSMUST00000094818
ENSMUST00000126390	ENSMUST00000030730
ENSMUST00000032399	ENSMUST00000130300
ENSMUST00000066652	ENSMUST00000108375
ENSMUST00000080008	ENSMUST00000004145
ENSMUST00000081496	ENSMUST00000060067
ENSMUST00000084662	ENSMUST00000080437
ENSMUST00000000776	ENSMUST00000169273
ENSMUST00000182660	ENSMUST00000031420
ENSMUST00000143850	ENSMUST00000007757
ENSMUST00000004379	ENSMUST00000194928
ENSMUST00000076228	ENSMUST00000049206
ENSMUST00000001884	ENSMUST00000079996
ENSMUST00000051589	ENSMUST00000033498
ENSMUST00000038388	ENSMUST00000041965
ENSMUST00000102965	ENSMUST00000169673
ENSMUST00000115426	ENSMUST00000191758
ENSMUST00000024957	ENSMUST00000034147
ENSMUST00000008684	ENSMUST00000019135
ENSMUST00000043356	ENSMUST00000029907
ENSMUST00000038053	ENSMUST00000061656
ENSMUST00000118853	ENSMUST00000046835
ENSMUST00000021082	ENSMUST00000036578
ENSMUST00000110731	ENSMUST00000019470
ENSMUST00000216692	ENSMUST00000008893
ENSMUST00000031324	ENSMUST00000087938
ENSMUST00000005830	ENSMUST00000069652
ENSMUST00000033591	ENSMUST00000050148
ENSMUST00000105321	ENSMUST00000041643
ENSMUST00000033950	ENSMUST00000113523
ENSMUST00000098312	ENSMUST00000087511
ENSMUST00000034465	ENSMUST00000103179
ENSMUST00000110849	ENSMUST00000072838
ENSMUST00000110105	ENSMUST00000034560
ENSMUST00000041565	ENSMUST00000030439
ENSMUST00000023749	ENSMUST00000088787
ENSMUST00000111350	ENSMUST00000171838
ENSMUST00000136008	ENSMUST00000045593
ENSMUST00000113995	ENSMUST00000111231
ENSMUST00000034903	ENSMUST00000032179
ENSMUST00000114666	ENSMUST00000170893
ENSMUST00000089230	ENSMUST00000116375
ENSMUST00000183663	ENSMUST00000043983
ENSMUST00000113677	ENSMUST00000011733
ENSMUST00000038514	ENSMUST00000028972
ENSMUST00000071103	ENSMUST00000107398
ENSMUST00000025375	ENSMUST00000067567
ENSMUST00000033483	ENSMUST00000027965
ENSMUST00000085513	ENSMUST00000021329
ENSMUST00000087883	ENSMUST00000138880
ENSMUST00000065767	ENSMUST00000030942
ENSMUST00000051633	ENSMUST00000035034
ENSMUST00000049308	ENSMUST00000037285
ENSMUST00000167111	ENSMUST00000115068
ENSMUST00000110476	ENSMUST00000029717
ENSMUST00000069107	ENSMUST00000022239
ENSMUST00000019317	ENSMUST00000027271
ENSMUST00000166664	ENSMUST00000008036
ENSMUST00000113675	ENSMUST00000038237
ENSMUST00000028241	ENSMUST00000085065
ENSMUST00000021379	ENSMUST00000056512
ENSMUST00000025511	ENSMUST00000178344
ENSMUST00000093923	ENSMUST00000211115
ENSMUST00000103084	ENSMUST00000019907
ENSMUST00000108428	ENSMUST00000023064
ENSMUST00000082418	ENSMUST00000033463
ENSMUST00000107722	ENSMUST00000099572
ENSMUST00000095187	ENSMUST00000039554
ENSMUST00000094578	ENSMUST00000117611
ENSMUST00000106613	ENSMUST00000037337
ENSMUST00000187040	ENSMUST00000035045
ENSMUST00000105364	ENSMUST00000047704
ENSMUST00000030884	ENSMUST00000034470
ENSMUST00000038211	ENSMUST00000053917
ENSMUST00000079121	ENSMUST00000020909
ENSMUST00000025918	ENSMUST00000005015
ENSMUST00000115342	ENSMUST00000053811
ENSMUST00000021046	ENSMUST00000095944
ENSMUST00000165365	ENSMUST00000172035
ENSMUST00000034905	ENSMUST00000025236
ENSMUST00000172132	ENSMUST00000142618
ENSMUST00000059372	ENSMUST00000049488
ENSMUST00000021450	ENSMUST00000055935
ENSMUST00000032956	ENSMUST00000025204
ENSMUST00000161241	ENSMUST00000058678
ENSMUST00000180180	ENSMUST00000022815
ENSMUST00000045153	ENSMUST00000037362
ENSMUST00000102746	ENSMUST00000034281
ENSMUST00000023146	ENSMUST00000012627
ENSMUST00000005234	ENSMUST00000010189
ENSMUST00000068282	ENSMUST00000039784
ENSMUST00000003318	ENSMUST00000026538
ENSMUST00000112059	ENSMUST00000049064
ENSMUST00000004173	ENSMUST00000169536
ENSMUST00000090339	ENSMUST00000075092
ENSMUST00000118535	ENSMUST00000002063
ENSMUST00000101225	ENSMUST00000105363
ENSMUST00000022716	ENSMUST00000117892
ENSMUST00000023057	ENSMUST00000045110
ENSMUST00000118209	ENSMUST00000043150
ENSMUST00000121153	ENSMUST00000095427
ENSMUST00000106033	ENSMUST00000105365
ENSMUST00000075190	ENSMUST00000041023
ENSMUST00000056937	ENSMUST00000030588
ENSMUST00000034698	ENSMUST00000019726
ENSMUST00000088615	ENSMUST00000004673
ENSMUST00000046514	ENSMUST00000162355
ENSMUST00000075144	ENSMUST00000100196
ENSMUST00000068700	ENSMUST00000110534
ENSMUST00000007482	ENSMUST00000216344
ENSMUST00000170759	ENSMUST00000119943
ENSMUST00000072329	ENSMUST00000152703
ENSMUST00000034868	ENSMUST00000033880
ENSMUST00000041640	ENSMUST00000028829
ENSMUST00000131384	ENSMUST00000005607
ENSMUST00000048010	ENSMUST00000027726
ENSMUST00000052120	ENSMUST00000108395
ENSMUST00000166468	ENSMUST00000172107
ENSMUST00000054030	ENSMUST00000200585
ENSMUST00000160359	ENSMUST00000107396
ENSMUST00000074628	ENSMUST00000112255
ENSMUST00000160834	ENSMUST00000043317
ENSMUST00000114988	ENSMUST00000065587
ENSMUST00000027743	ENSMUST00000090569
ENSMUST00000037472	ENSMUST00000047621
ENSMUST00000067268	ENSMUST00000021324
ENSMUST00000091708	ENSMUST00000172396
ENSMUST00000025833	ENSMUST00000052346
ENSMUST00000050248	ENSMUST00000107368
ENSMUST00000128616	ENSMUST00000101426
ENSMUST00000089883	ENSMUST00000047170
ENSMUST00000212590	ENSMUST00000032459
ENSMUST00000021173	ENSMUST00000110336
ENSMUST00000081838	ENSMUST00000027178
ENSMUST00000115160	ENSMUST00000106226
ENSMUST00000079414	ENSMUST00000163812
ENSMUST00000115638	ENSMUST00000100162
ENSMUST00000173731	ENSMUST00000032410
ENSMUST00000177390	ENSMUST00000079461
ENSMUST00000109539	ENSMUST00000054622
ENSMUST00000068755	ENSMUST00000118729
ENSMUST00000071564	ENSMUST00000101411
ENSMUST00000018577	ENSMUST00000079195
ENSMUST00000072866	ENSMUST00000021091
ENSMUST00000052266	ENSMUST00000068958
ENSMUST00000102611	ENSMUST00000022494
ENSMUST00000021359	ENSMUST00000084366
ENSMUST00000058030	ENSMUST00000171564
ENSMUST00000033805	ENSMUST00000071812
ENSMUST00000094481	ENSMUST00000088419
ENSMUST00000201321	ENSMUST00000016033
ENSMUST00000029446	ENSMUST00000020112
ENSMUST00000033913	ENSMUST00000015391
ENSMUST00000028350	ENSMUST00000102655
ENSMUST00000205568	ENSMUST00000165017
ENSMUST00000084881	ENSMUST00000062672
ENSMUST00000089058	ENSMUST00000042744
ENSMUST00000029013	ENSMUST00000111785
ENSMUST00000022865	ENSMUST00000215619
ENSMUST00000129339	ENSMUST00000087315
ENSMUST00000084124	ENSMUST00000041726
ENSMUST00000105229	ENSMUST00000108578
ENSMUST00000102660	ENSMUST00000096251
ENSMUST00000034920	ENSMUST00000023555
ENSMUST00000016670	ENSMUST00000085358
ENSMUST00000021362	ENSMUST00000027202
ENSMUST00000034349	ENSMUST00000030091
ENSMUST00000022147	ENSMUST00000169308
ENSMUST00000116514	ENSMUST00000060077
ENSMUST00000034136	ENSMUST00000021368
ENSMUST00000171737	ENSMUST00000032557
ENSMUST00000082429	ENSMUST00000106537
ENSMUST00000117446	ENSMUST00000076383
ENSMUST00000105421	ENSMUST00000167662
ENSMUST00000107060	ENSMUST00000044260
ENSMUST00000089581	ENSMUST00000024702
ENSMUST00000088896	ENSMUST00000105510
ENSMUST00000021802	ENSMUST00000187839
ENSMUST00000193398	ENSMUST00000026390
ENSMUST00000161592	ENSMUST00000021030
ENSMUST00000046463	ENSMUST00000109985
ENSMUST00000035155	ENSMUST00000119792
ENSMUST00000012679	ENSMUST00000103094
ENSMUST00000033184	ENSMUST00000020578
ENSMUST00000210676	ENSMUST00000107505
ENSMUST00000067630	ENSMUST00000003319
ENSMUST00000163289	ENSMUST00000000724
ENSMUST00000110815	ENSMUST00000033074
ENSMUST00000122965	ENSMUST00000009340
ENSMUST00000023343	ENSMUST00000027357
ENSMUST00000166823	ENSMUST00000020106
ENSMUST00000027247	ENSMUST00000059045
ENSMUST00000028595	ENSMUST00000049461
ENSMUST00000044200	ENSMUST00000112533
ENSMUST00000004050	ENSMUST00000021669
ENSMUST00000036865	ENSMUST00000025178
ENSMUST00000005620	ENSMUST00000107444
ENSMUST00000025350	ENSMUST00000169079
ENSMUST00000037726	ENSMUST00000002844
ENSMUST00000040330	ENSMUST00000101082
ENSMUST00000167619	ENSMUST00000023629
ENSMUST00000165576	ENSMUST00000027251
ENSMUST00000180376	ENSMUST00000025659
ENSMUST00000154617	ENSMUST00000045396
ENSMUST00000051698	ENSMUST00000027421
ENSMUST00000030121	ENSMUST00000003572
ENSMUST00000135941	ENSMUST00000034746
ENSMUST00000005705	ENSMUST00000041318
ENSMUST00000028802	ENSMUST00000002198
ENSMUST00000112862	ENSMUST00000090150
ENSMUST00000110416	ENSMUST00000111238
ENSMUST00000068664	ENSMUST00000006286
ENSMUST00000033934	ENSMUST00000040514
ENSMUST00000066532	ENSMUST00000040421
ENSMUST00000028892	ENSMUST00000113935
ENSMUST00000166497	ENSMUST00000022609
ENSMUST00000111171	ENSMUST00000037011
ENSMUST00000032185	ENSMUST00000155329
ENSMUST00000030849	ENSMUST00000096084
ENSMUST00000003911	ENSMUST00000030816
ENSMUST00000119172	ENSMUST00000052602
ENSMUST00000170116	ENSMUST00000040383
ENSMUST00000210682	ENSMUST00000122424
ENSMUST00000031388	ENSMUST00000035657
ENSMUST00000061826	ENSMUST00000145664
ENSMUST00000107846	ENSMUST00000003947
ENSMUST00000048807	ENSMUST00000034547
ENSMUST00000026560	ENSMUST00000028761
ENSMUST00000033570	ENSMUST00000179074
ENSMUST00000033899	ENSMUST00000109269
ENSMUST00000021183	ENSMUST00000111402
ENSMUST00000021048	ENSMUST00000113352
ENSMUST00000111252	ENSMUST00000034239
ENSMUST00000015796	ENSMUST00000144843
ENSMUST00000014065	ENSMUST00000060805
ENSMUST00000089162	ENSMUST00000031976
ENSMUST00000025394	ENSMUST00000029082
ENSMUST00000100635	ENSMUST00000064391
ENSMUST00000185419	ENSMUST00000022980
ENSMUST00000015981	ENSMUST00000063347
ENSMUST00000216063	ENSMUST00000092295
ENSMUST00000161490	ENSMUST00000042824
ENSMUST00000030140	ENSMUST00000043616
ENSMUST00000045697	ENSMUST00000032946
ENSMUST00000019917	ENSMUST00000110905
ENSMUST00000169064	ENSMUST00000026978
ENSMUST00000058488	ENSMUST00000066743
ENSMUST00000179265	ENSMUST00000209963
ENSMUST00000113952	ENSMUST00000166793
ENSMUST00000173320	ENSMUST00000064762
ENSMUST00000001595	ENSMUST00000002171
ENSMUST00000046839	ENSMUST00000075767
ENSMUST00000025439	ENSMUST00000112896
ENSMUST00000209467	ENSMUST00000031160
ENSMUST00000102971	ENSMUST00000006293
ENSMUST00000087897	ENSMUST00000121693
ENSMUST00000028083	ENSMUST00000034111
ENSMUST00000043893	ENSMUST00000030265
ENSMUST00000027285	ENSMUST00000030905
ENSMUST00000048706	ENSMUST00000044021
ENSMUST00000031333	ENSMUST00000051605
ENSMUST00000074259	ENSMUST00000116437
ENSMUST00000020640	ENSMUST00000109995
ENSMUST00000062678	ENSMUST00000028911
ENSMUST00000033393	ENSMUST00000194190
ENSMUST00000062000	ENSMUST00000154545
ENSMUST00000115028	ENSMUST00000020820
ENSMUST00000021345	ENSMUST00000031097
ENSMUST00000028552	ENSMUST00000112863
ENSMUST00000023707	ENSMUST00000210166
ENSMUST00000160048	ENSMUST00000096575
ENSMUST00000088644	ENSMUST00000147802
ENSMUST00000082024	ENSMUST00000054173
ENSMUST00000102969	ENSMUST00000090227
ENSMUST00000046426	ENSMUST00000119576
ENSMUST00000020835	ENSMUST00000075941
ENSMUST00000023363	ENSMUST00000043760
ENSMUST00000021930	ENSMUST00000007266
ENSMUST00000026846	ENSMUST00000001927
ENSMUST00000166836	ENSMUST00000166543
ENSMUST00000070118	ENSMUST00000022908
ENSMUST00000035170	ENSMUST00000072961
ENSMUST00000127442	ENSMUST00000031536
ENSMUST00000053766	ENSMUST00000075175
ENSMUST00000074575	ENSMUST00000005975
ENSMUST00000005616	ENSMUST00000166658
ENSMUST00000030642	ENSMUST00000031556
ENSMUST00000072334	ENSMUST00000036720
ENSMUST00000110559	ENSMUST00000073837
ENSMUST00000054220	ENSMUST00000032566
ENSMUST00000098576	ENSMUST00000087933
ENSMUST00000021282	ENSMUST00000028251
ENSMUST00000155579	ENSMUST00000070524
ENSMUST00000095753	ENSMUST00000059295
ENSMUST00000056677	ENSMUST00000022927
ENSMUST00000105525	ENSMUST00000032728
ENSMUST00000044776	ENSMUST00000010807
ENSMUST00000038684	ENSMUST00000019721
ENSMUST00000002064	ENSMUST00000089497
ENSMUST00000027257	ENSMUST00000085555
ENSMUST00000015435	ENSMUST00000027198
ENSMUST00000022169	ENSMUST00000065162
ENSMUST00000140164	ENSMUST00000190341
ENSMUST00000032570	ENSMUST00000066134
ENSMUST00000049411	ENSMUST00000071169
ENSMUST00000102636	ENSMUST00000086104
ENSMUST00000017694	ENSMUST00000115661
ENSMUST00000118282	ENSMUST00000008094
ENSMUST00000025217	ENSMUST00000016681
ENSMUST00000027752	ENSMUST00000029910
ENSMUST00000020099	ENSMUST00000062216
ENSMUST00000075759	ENSMUST00000027697
ENSMUST00000112304	ENSMUST00000066804
ENSMUST00000033290	ENSMUST00000161137
ENSMUST00000019482	ENSMUST00000102769
ENSMUST00000057557	ENSMUST00000004094
ENSMUST00000020149	ENSMUST00000026243
ENSMUST00000038488	ENSMUST00000030491
ENSMUST00000025065	ENSMUST00000002444
ENSMUST00000088233	ENSMUST00000176403
ENSMUST00000048518	ENSMUST00000004389
ENSMUST00000135454	ENSMUST00000020283
ENSMUST00000115128	ENSMUST00000166977
ENSMUST00000078945	ENSMUST00000035154
ENSMUST00000120284	ENSMUST00000047615
ENSMUST00000040017	ENSMUST00000027866
ENSMUST00000113567	ENSMUST00000030795
ENSMUST00000109248	ENSMUST00000199079
ENSMUST00000061856	ENSMUST00000020317
ENSMUST00000034822	ENSMUST00000055704
ENSMUST00000036862	ENSMUST00000045011
ENSMUST00000110001	ENSMUST00000088095
ENSMUST00000022226	ENSMUST00000113533
ENSMUST00000058745	ENSMUST00000026142
ENSMUST00000041826	ENSMUST00000065537
ENSMUST00000034045	ENSMUST00000054599
ENSMUST00000102922	ENSMUST00000094467
ENSMUST00000092123	ENSMUST00000123594
ENSMUST00000120760	ENSMUST00000172371
ENSMUST00000113025	ENSMUST00000041264
ENSMUST00000044455	ENSMUST00000180015
ENSMUST00000034472	ENSMUST00000102672
ENSMUST00000046689	ENSMUST00000032480
ENSMUST00000038287	ENSMUST00000001002
ENSMUST00000031080	ENSMUST00000110783
ENSMUST00000028914	ENSMUST00000002677
ENSMUST00000084497	ENSMUST00000022218
ENSMUST00000033006	ENSMUST00000122358
ENSMUST00000073572	ENSMUST00000172272
ENSMUST00000135074	ENSMUST00000100052
ENSMUST00000064099	ENSMUST00000060991
ENSMUST00000000090	ENSMUST00000036355
ENSMUST00000045652	ENSMUST00000051100
ENSMUST00000107305	ENSMUST00000027800
ENSMUST00000042055	ENSMUST00000094028
ENSMUST00000062292	ENSMUST00000030751
ENSMUST00000164744	ENSMUST00000044681
ENSMUST00000038474	ENSMUST00000009411
ENSMUST00000069174	ENSMUST00000052631
ENSMUST00000007800	ENSMUST00000162503
ENSMUST00000031539	ENSMUST00000108901
ENSMUST00000028650	ENSMUST00000079735
ENSMUST00000015877	ENSMUST00000023099
ENSMUST00000042546	ENSMUST00000001079
ENSMUST00000004729	ENSMUST00000024887
ENSMUST00000209469	ENSMUST00000021114
ENSMUST00000114459	ENSMUST00000021803
ENSMUST00000042834	ENSMUST00000168615
ENSMUST00000034834	ENSMUST00000046548
ENSMUST00000041065	ENSMUST00000015171
ENSMUST00000165806	ENSMUST00000169513
ENSMUST00000002289	ENSMUST00000018744
ENSMUST00000055922	ENSMUST00000205871
ENSMUST00000177851	ENSMUST00000092915
ENSMUST00000138843	ENSMUST00000024260
ENSMUST00000033513	ENSMUST00000006235
ENSMUST00000034878	ENSMUST00000124187
ENSMUST00000168621	ENSMUST00000048781
ENSMUST00000087566	ENSMUST00000141755
ENSMUST00000045557	ENSMUST00000040717
ENSMUST00000144531	ENSMUST00000045376
ENSMUST00000072312	ENSMUST00000034896
ENSMUST00000112720	ENSMUST00000003912
ENSMUST00000177005	ENSMUST00000121534
ENSMUST00000003843	ENSMUST00000038014
ENSMUST00000001802	ENSMUST00000117661
ENSMUST00000045898	ENSMUST00000025250
ENSMUST00000022511	ENSMUST00000193210
ENSMUST00000026324	ENSMUST00000065373
ENSMUST00000045866	ENSMUST00000190940
ENSMUST00000099195	ENSMUST00000105384
ENSMUST00000071329	ENSMUST00000030675
ENSMUST00000029812	ENSMUST00000001836
ENSMUST00000114112	ENSMUST00000090046
ENSMUST00000015501	ENSMUST00000034049
ENSMUST00000112900	ENSMUST00000109072
ENSMUST00000060447	ENSMUST00000182709
ENSMUST00000065865	ENSMUST00000108843
ENSMUST00000110687	ENSMUST00000065796
ENSMUST00000109353	ENSMUST00000070953
ENSMUST00000108329	ENSMUST00000045807
ENSMUST00000099575	ENSMUST00000129162
ENSMUST00000015498	ENSMUST00000044691
ENSMUST00000047852	ENSMUST00000032441
ENSMUST00000115387	ENSMUST00000004134
ENSMUST00000056904	ENSMUST00000003622
ENSMUST00000005651	ENSMUST00000111694
ENSMUST00000065358	ENSMUST00000206720
ENSMUST00000063417	ENSMUST00000026420
ENSMUST00000018909	ENSMUST00000085383
ENSMUST00000068697	ENSMUST00000038228
ENSMUST00000081506	ENSMUST00000001809
ENSMUST00000030286	ENSMUST00000066597
ENSMUST00000034832	ENSMUST00000026122
ENSMUST00000048359	ENSMUST00000170263
ENSMUST00000015829	ENSMUST00000044673
ENSMUST00000078665	ENSMUST00000098473
ENSMUST00000093906	ENSMUST00000174078
ENSMUST00000117396	ENSMUST00000033450
ENSMUST00000107270	ENSMUST00000025276
ENSMUST00000068387	ENSMUST00000174510
ENSMUST00000084820	ENSMUST00000105431
ENSMUST00000151120	ENSMUST00000106054
ENSMUST00000094993	ENSMUST00000026735
ENSMUST00000077879	ENSMUST00000106513
ENSMUST00000076095	ENSMUST00000074002
ENSMUST00000193832	ENSMUST00000009789
ENSMUST00000001513	ENSMUST00000033040
ENSMUST00000031410	ENSMUST00000020493
ENSMUST00000109885	ENSMUST00000006692
ENSMUST00000171404	ENSMUST00000034754
ENSMUST00000075510	ENSMUST00000151689
ENSMUST00000060808	ENSMUST00000064129
ENSMUST00000053593	ENSMUST00000065286
ENSMUST00000183108	ENSMUST00000025515
ENSMUST00000050897	ENSMUST00000043378
ENSMUST00000179886	ENSMUST00000184183
ENSMUST00000088001	ENSMUST00000000985
ENSMUST00000109401	ENSMUST00000044113
ENSMUST00000051737	ENSMUST00000124992
ENSMUST00000206832	ENSMUST00000174259
ENSMUST00000167163	ENSMUST00000002914
ENSMUST00000028583	ENSMUST00000102875
ENSMUST00000045105	ENSMUST00000108674
ENSMUST00000102598	ENSMUST00000044382
ENSMUST00000165316	ENSMUST00000022102
ENSMUST00000045633	ENSMUST00000059768
ENSMUST00000100392	ENSMUST00000065111
ENSMUST00000029623	ENSMUST00000029053
ENSMUST00000092143	ENSMUST00000045454
ENSMUST00000020846	ENSMUST00000057859
ENSMUST00000099149	ENSMUST00000080065
ENSMUST00000105378	ENSMUST00000114996
ENSMUST00000127477	ENSMUST00000085519
ENSMUST00000164107	ENSMUST00000059595
ENSMUST00000033723	ENSMUST00000049572
ENSMUST00000164309	ENSMUST00000072576
ENSMUST00000071816	ENSMUST00000040914
ENSMUST00000103199	ENSMUST00000034441
ENSMUST00000056962	ENSMUST00000129091
ENSMUST00000017290	ENSMUST00000045602
ENSMUST00000037190	ENSMUST00000115229
ENSMUST00000090247	ENSMUST00000061279
ENSMUST00000030501	ENSMUST00000099295
ENSMUST00000076941	ENSMUST00000044189
ENSMUST00000045617	ENSMUST00000047497
ENSMUST00000033578	ENSMUST00000108295
ENSMUST00000029626	ENSMUST00000109308
ENSMUST00000118784	ENSMUST00000097649
ENSMUST00000004646	ENSMUST00000041003
ENSMUST00000022476	ENSMUST00000003575
ENSMUST00000161211	ENSMUST00000114900
ENSMUST00000001712	ENSMUST00000076070
ENSMUST00000037001	ENSMUST00000108075
ENSMUST00000026446	ENSMUST00000105283
ENSMUST00000060945	ENSMUST00000094097
ENSMUST00000155203	ENSMUST00000063694
ENSMUST00000018880	ENSMUST00000110909
ENSMUST00000090935	ENSMUST00000026322
ENSMUST00000026520	ENSMUST00000033418
ENSMUST00000214828	ENSMUST00000087867
ENSMUST00000097992	ENSMUST00000002303
ENSMUST00000018572	ENSMUST00000119430
ENSMUST00000016397	ENSMUST00000102795
ENSMUST00000047186	ENSMUST00000025472
ENSMUST00000057324	ENSMUST00000003521
ENSMUST00000184970	ENSMUST00000098817
ENSMUST00000064794	ENSMUST00000004156
ENSMUST00000081649	ENSMUST00000161318
ENSMUST00000164120	ENSMUST00000035931
ENSMUST00000065797	ENSMUST00000148011
ENSMUST00000029588	ENSMUST00000067530
ENSMUST00000004428	ENSMUST00000035196
ENSMUST00000211654	ENSMUST00000055539
ENSMUST00000029201	ENSMUST00000027064
ENSMUST00000165704	ENSMUST00000005798
ENSMUST00000108055	ENSMUST00000048937
ENSMUST00000003117	ENSMUST00000025161
ENSMUST00000095349	ENSMUST00000022992
ENSMUST00000045827	ENSMUST00000040008
ENSMUST00000040270	ENSMUST00000005057
ENSMUST00000128081	ENSMUST00000032165
ENSMUST00000005862	ENSMUST00000111515
ENSMUST00000023525	ENSMUST00000032183
ENSMUST00000022573	ENSMUST00000071325
ENSMUST00000068125	ENSMUST00000110395
ENSMUST00000022135	ENSMUST00000054289
ENSMUST00000070663	ENSMUST00000123924
ENSMUST00000101445	ENSMUST00000035371
ENSMUST00000050544	ENSMUST00000045246
ENSMUST00000170075	ENSMUST00000049294
ENSMUST00000136925	ENSMUST00000011450
ENSMUST00000030622	ENSMUST00000001900
ENSMUST00000199300	ENSMUST00000097423
ENSMUST00000034720	ENSMUST00000031474
ENSMUST00000045262	ENSMUST00000013559
